,Business Name,Address,City,Permit_ID,Type,Class,Inspection_Date,Inspection_Type,Grade,Priority_Violations,Inspection_Details
447,Bosa Donuts - Coffee & Smoothies,6360 S 35th Ave Suite 168,Phoenix,FD-83280,E & D  10+ Seating  ,Class 3,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-83280&i=5668855
448,Yen Sushi,15801 N Frank Lloyd Wright Blvd Suite 120,Scottsdale,FD-83297,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,3,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-83297&i=5668016
449,Canteen Vending @ Charles Schwab Lincoln,2423 E Lincoln Dr  ,Phoenix,FD-83422,Micromarket    ,Class 1,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-83422&i=5668411
450,Primrose School of West Gilbert,,Gilbert,FD-83597,Daycare Food Service    ,Class 3,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-83597&i=5668105
451,China Jade Tempe,825 W Baseline Rd Suite 7,Tempe,FD-83803,E & D  0-9 Seating  ,Class 4,03/11/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-83803&i=5667615
452,Taco Bell  No  40120,7520 W Lower Buckeye Rd  ,Phoenix,FD-84223,E & D  10+ Seating  ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-84223&i=5668356
453,Tom's BBQ Tempe,115 E Baseline Rd Suite B5,Tempe,FD-84380,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-84380&i=5667763
454,Kaleidoscope Juice,7119 E 1st Ave  ,Scottsdale,FD-84394,E & D  10+ Seating  ,Class 2,03/11/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-84394&i=5667771
455,Bashas  No 51,1122 N Higley Rd  ,Mesa,FD-85047,E & D  0-9 Seating  ,Class 2,03/11/2024,Routine Inspection,Cutting Edge A+,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-85047&i=5667899
456,Bashas  No 51,1122 N Higley Rd  ,Mesa,FD-85048,Retail Food Establishment    ,Class 3,03/11/2024,Routine Inspection,Cutting Edge A+,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-85048&i=5667911
457,Bashas  No 51,1122 N Higley Rd  ,Mesa,FD-85050,Bakery    ,Class 2,03/11/2024,Routine Inspection,Cutting Edge A+,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-85050&i=5667907
458,Arby's,7610 W Lower Buckeye Rd  ,Phoenix,FD-85483,E & D  10+ Seating  ,Class 3,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-85483&i=5668596
459,Arby's,2130 S Power Rd  ,Mesa,FD-85495,E & D  10+ Seating  ,Class 3,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-85495&i=5668900
460,Peter Piper Express,4731 E Greenway Rd Suite 1,Phoenix,FD-85561,E & D  0-9 Seating  ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-85561&i=5668824
461,El Wero Marisquero  No 2,9207 W Van Buren St  ,Tolleson,FD-85705,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-85705&i=5668782
462,Black Rock Coffee,1458 S Signal Butte Rd  ,Mesa,FD-85743,E & D  10+ Seating  ,Class 2,03/12/2024,Routine Inspection,B,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-85743&i=5668944
463,Dunkin  No 359609,2055 S Power Rd  ,Mesa,FD-85862,E & D  0-9 Seating  ,Class 3,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-85862&i=5668876
464,"Insight Direct USA, Inc.",2701 E Insight Way  ,Chandler,FD-85877,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-85877&i=5667793
465,Arizona Biltmore Golf Club Cart Barn - Ice Production,2400  Biltmore Estates   A,Phoenix,FD-86241,E & D  0-9 Seating  ,Class 2,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-86241&i=5668597
466,Starbucks Coffee Shop,3120 N Central Ave  ,Phoenix,FD-86697,E & D  10+ Seating  ,Class 3,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-86697&i=5667283
467,ROYAL BOBA TEA,15423 W Waddell Rd Suite 102,Surprise,FD-87061,E & D  10+ Seating  ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-87061&i=5668890
468,EASY STOP CORNER,6010 W Bethany Home Rd  ,Glendale,FD-87108,Retail Food Establishment    ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-87108&i=5667616
469,EASY STOP CORNER,6010 W Bethany Home Rd  ,Glendale,FD-87121,E & D  0-9 Seating  ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-87121&i=5667589
470,Red Dragon Chinese Cuisine,14870 N Northsight Blvd Suite 103,Scottsdale,FD-87444,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,C,2,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-87444&i=5668010
471,MARK-ITT,6031 N 67th Ave Suite 1,Glendale,FD-87847,Retail Food Establishment    ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-87847&i=5667739
472,El Pollo Loco  No 3757,1715 S Power Rd  ,Mesa,FD-88016,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-88016&i=5668901
473,Macayo's @ PHX-Mesa Gateway Airport,6033 S Sossaman Rd Suite 119,Mesa,FD-88109,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-88109&i=5668690
474,Monkey Pants,3223 S Mill Ave  ,Tempe,FD-88260,E & D  10+ Seating  ,Class 3,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-88260&i=5668853
475,Five Star Mexican Taco Grill,4935 E Carefree Hwy  ,Phoenix,FD-88264,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,2,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-88264&i=5668915
476,Best Liquor. LLC,3320 S Priest Dr Suite 1,Tempe,FD-88412,Retail Food Establishment    ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-88412&i=5668999
477,Nekter Juice Bar,13641 N Prasada Pkwy Suite 120,Surprise,FD-88453,E & D  10+ Seating  ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-88453&i=5668882
478,Papa John's Pizza  No 3508,944 S Watson Rd Suite 103,Buckeye,FD-88486,E & D  0-9 Seating  ,Class 3,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-88486&i=5667877
479,Hissho Sushi @ Target  No 2365,21398 S Ellsworth Loop Rd  ,Queen Creek,FD-88508,E & D  0-9 Seating  ,Class 4,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-88508&i=5667794
480,Hissho Sushi @ Target  No 2365,21398 S Ellsworth Loop Rd  ,Queen Creek,FD-88509,Food Processor    ,Class 4,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-88509&i=5667783
481,NATIVE GRILL & WINGS,318 E Brown Rd Suite 112,Mesa,FD-88703,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-88703&i=5668839
482,NATIVE GRILL & WINGS,2110 S Gilbert Rd  ,Chandler,FD-88705,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-88705&i=5667795
483,The Liars Club,130 N Central Ave  ,Phoenix,FD-88761,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-88761&i=5668968
484,Eden Tea & Coffee House,1034 S Mill Ave  ,Tempe,FD-88877,E & D  10+ Seating  ,Class 2,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-88877&i=5667819
485,Good Fortune Chinese Restaurant,17014 W Bell Rd Suite 106,Surprise,FD-88951,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-88951&i=5668939
486,InReach (Sodexo) @ Creighton University,3100 N Central Ave  ,Phoenix,FD-89045,E & D  0-9 Seating  ,Class 3,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-89045&i=5667150
487,Dutch Bros Coffee,1835 N Higley Rd  ,Gilbert,FD-89275,E & D  0-9 Seating  ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-89275&i=5667947
488,Raven Golf Club,3636 E Baseline Rd  ,Phoenix,FD-89334,Food Catering    ,Class 5,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-89334&i=5668308
489,Busan Mart,1310 E Broadway Rd Suite 101,Tempe,FD-89518,Retail Food Establishment    ,Class 2,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-89518&i=5668694
490,Busan Mart,1310 E Broadway Rd Suite 101,Tempe,FD-89519,E & D  0-9 Seating  ,Class 3,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-89519&i=5668695
491,Potter's Peak,10855 N 116th St Suite 101,Scottsdale,FD-89554,E & D  10+ Seating  ,Class 2,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-89554&i=5668669
492,Cartel Roasting Co,21001 N Tatum Blvd Suite 20,Phoenix,FD-89583,E & D  10+ Seating  ,Class 2,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-89583&i=5668929
493,Papa John's Pizza  No 3508,944 S Watson Rd Suite 103,Buckeye,FD-89592,Food Processor    ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-89592&i=5667879
494,WOOPS,7014 E Camelback Rd  ,Scottsdale,FD-89595,Retail Food Establishment    ,Class 2,03/11/2024,Routine Inspection,B,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-89595&i=5667843
495,Twisted Sugar Bakery,13536 N Prasada Pkwy Suite 104,Surprise,FD-89605,E & D  0-9 Seating  ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-89605&i=5668886
496,Domino's Pizza  No 7692,5030 W McDowell Rd Suite 51,Phoenix,FD-89690,E & D  0-9 Seating  ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-89690&i=5667588
497,Sweet Basil Gourmetware & Cooking School,8900 E Pinnacle Peak Rd Suite C 4-5,Scottsdale,FD-89905,E & D  10+ Seating  ,Class 3,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-89905&i=5668948
498,Domino's Pizza,6920 E Baseline Rd Suite 106,Mesa,FD-89940,E & D  0-9 Seating  ,Class 2,03/12/2024,Routine Inspection,B,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-89940&i=5668891
499,Matt's Big Breakfast,3150 E Ray Rd Suite 158,Gilbert,FD-90041,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-90041&i=5668187
500,KPC PROMISE HOSPITAL OF PHOENIX,433 E 6th St  ,Mesa,FD-90452,Hospital Food Service    ,Class 5,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-90452&i=5668591
501,AJ's Liquor,5802 W Camelback Rd  ,Glendale,FD-90563,Retail Food Establishment    ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-90563&i=5668400
502,Charlie Mae's Southern Bistro,2319 E Indian School Rd  ,Phoenix,FD-90636,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-90636&i=5668281
503,Clearwater Mayo Blvd,6650 E Mayo Blvd  ,Phoenix,FD-90978,E & D  10+ Seating  ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-90978&i=5668874
504,Clearwater Mayo Blvd,6650 E Mayo Blvd  ,Phoenix,FD-90979,Assisted Living    ,Class 5,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-90979&i=5668868
505,Clearwater Mayo Blvd,6650 E Mayo Blvd  ,Phoenix,FD-90980,Service Kitchen    ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-90980&i=5668872
506,El Quiche Pupusas,1402 W Van Buren St  ,Phoenix,FD-90983,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-90983&i=5667494
507,Cultura Mia,2121 W McDowell Rd  ,Phoenix,FD-91329,Food Processor    ,Class 2,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-91329&i=5668393
508,Sneaky Bird,15801 N Frank Lloyd Wright Blvd Suite 100,Scottsdale,FD-91341,E & D  10+ Seating  ,Class 3,03/11/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-91341&i=5668012
509,Island Grill AZ,830 E Indian School Rd  ,Phoenix,FD-91344,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-91344&i=5668806
510,VN boba tea,10720 W Indian School Rd  ,Phoenix,FD-91514,E & D  10+ Seating  ,Class 2,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-91514&i=5667926
511,Sauce Pizza and Wine 5108,75 E Rivulon Blvd Suite 112,Gilbert,FD-91578,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-91578&i=5667796
512,Dolly Steamboat,  Canyon Lake Marina   @4,Tortilla Flat,MF-04-0007,Mobile Food Type II    ,Class 3,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-04-0007&i=5668867
513,Moreno's Hot Dog  No 2,601 N Arizona Ave  @5@4,Chandler,MF-08-0086,Mobile Food Type II    ,Class 3,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-08-0086&i=5668770
514,El Exquisito Hot Dogs,  27th Ave & Camelback Rd (NWC)   @5@1,Phoenix,MF-09-0213,Mobile Food Type III    ,Class 4,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-09-0213&i=5668994
515,Paradiso Freeze Fountain Hills Water & Ice Store,  Special Events   ,,MF-11-0339,Mobile Food Type II    ,Class 3,03/09/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-11-0339&i=5666899
516,El Sabroso Hot Dog  No 2,  27th Ave & Thomas 6P-2A   @5@1,Phoenix,MF-14-0101,Mobile Food Type III    ,Class 4,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-14-0101&i=5669006
517,"Raul's Cocina,LLC  No 1", ,,MF-15-0029,Mobile Food Type I    ,Class 2,03/09/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-15-0029&i=5666885
518,La Frontera  No 3,  16th St & Monroe St   @4,Phoenix,MF-15-0587,Mobile Food Type III    ,Class 4,03/09/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-15-0587&i=5666913
519,Munch and Crunch/DBA Joe's Jams and Jellies,  E of Cactus & W of Camelback   @2,Phoenix,MF-17-0678,Mobile Food Type II    ,Class 3,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-17-0678&i=5666838
520,Barries Original Kettle Korn,     @4,Chandler,MF-18-0152,Mobile Food Type II    ,Class 3,03/09/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-18-0152&i=5666907
521,King Pin BBQ, ,,MF-18-0452,Mobile Food Type III    ,Class 4,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-18-0452&i=5666914
522,Taqueria Las Palmas, ,,MF-18-0684,Mobile Food Type III    ,Class 4,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-18-0684&i=5666843
523,La Vida Coffee & Oats, ,,MF-18-0693,Mobile Food Type II    ,Class 3,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-18-0693&i=5668723
524,Amazing Kettle Corn, ,,MF-19-0039,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-19-0039&i=5666856
525,Salsa Patron, ,,MF-19-0078,Mobile Food Type I    ,Class 2,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-19-0078&i=5666919
526,The Corn Dog Company, ,,MF-19-0153,Mobile Food Type III    ,Class 4,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-19-0153&i=5668494
527,Soda Bar LLC, ,,MF-19-0378,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-19-0378&i=5666833
528,El Pastorcito Taqueria,13820 N 35th Ave  @5@1,Phoenix,MF-19-0427,Mobile Food Type III    ,Class 4,03/10/2024,Routine Inspection,Not Participating,2,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-19-0427&i=5666991
529,Soda Bar,  Special Events   ,,MF-19-0555,Mobile Food Type II    ,Class 3,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-19-0555&i=5666837
530,La Frontera Mexican Food  No 1,209 N 16th St  @4,Phoenix,MF-19-0614,Mobile Food Type III    ,Class 4,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-19-0614&i=5666911
531,Detroit Coney Cruiser  No 2, ,,MF-19-0654,Mobile Food Type III    ,Class 4,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-19-0654&i=5666830
532,Chai T Chocolatte LLC, ,,MF-20-0106,Mobile Food Type II    ,Class 3,03/09/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-20-0106&i=5666898
533,Beardsley's BAD-AZ BBQ, ,,MF-20-0384,Mobile Food Type III    ,Class 4,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-20-0384&i=5666827
534,Flavors Plant Based Cuisine, ,,MF-20-0414,Mobile Food Type III    ,Class 4,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-20-0414&i=5666934
535,Vegan Grilled Cheese, ,,MF-20-0426,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-20-0426&i=5666859
536,Brothers Seafood Sandwiches, ,,MF-20-0606,Mobile Food Type III    ,Class 4,03/09/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-20-0606&i=5666950
537,The Snowy Churro, ,,MF-21-0150,Mobile Food Type II    ,Class 3,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-21-0150&i=5666892
538,Lil Leche,     @4,Chandler & Ahwatukee,MF-21-0419,Mobile Food Type I    ,Class 2,03/09/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-21-0419&i=5666880
539,Goodwill  No 102,710 E Union Hills   ,Phoenix,MF-21-0541,Mobile Food Type I    ,Class 2,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-21-0541&i=5668913
540,Culture Clash Greek Yogurt, ,,MF-21-0785,Mobile Food Type I    ,Class 2,03/09/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-21-0785&i=5666854
541,Gunnar & Jake's Gourmet Pickles and Peppers, ,,MF-21-0861,Mobile Food Type I    ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-21-0861&i=5668075
542,El Guero Vegano, ,,MF-21-0888,Mobile Food Type II    ,Class 3,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-21-0888&i=5666945
543,Bahama Buck's, ,,MF-21-0890,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-21-0890&i=5666949
544,Little Italy of Scottsdale, ,,MF-21-0940,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-21-0940&i=5666855
545,Waldo's Tacos,9201 W Grand Ave  @1,Peoria,MF-21-0948,Mobile Food Type III    ,Class 4,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-21-0948&i=5667878
546,Los Amaya's Salsa Co., ,,MF-21-0963,Mobile Food Type I    ,Class 2,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-21-0963&i=5666920
547,"Sting n Linger Salsa Co, LLC", ,,MF-21-1017,Mobile Food Type I    ,Class 2,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-21-1017&i=5666904
548,Los Tacos Del Pelon, ,,MF-21-1033,Mobile Food Type III    ,Class 4,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-21-1033&i=5667880
549,Dubb Ya Bee's BBQ (Trailer), ,,MF-21-1041,Mobile Food Type II    ,Class 3,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-21-1041&i=5666952
550,Grilled Devil, ,,MF-22-0086,Mobile Food Type III    ,Class 4,03/10/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-0086&i=5666989
551,The Davis Kitchen, ,,MF-22-0112,Annual Event Food Est    ,Class 2,03/09/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-0112&i=5666858
552,Mustache Pretzels, ,,MF-22-0175,Mobile Food Type III    ,Class 4,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-0175&i=5668427
553,Flyin' K BBQ  No 2, ,,MF-22-0177,Mobile Food Type III    ,Class 4,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-0177&i=5668230
554,Carnitas El Chuy, ,,MF-22-0192,Mobile Food Type III    ,Class 4,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-0192&i=5667889
555,Dogs-R-Us, ,,MF-22-0197,Mobile Food Type II    ,Class 3,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-0197&i=5668996
556,Oliane's,321 W Hatcher   @6@5@2,Phoenix,MF-22-0201,Mobile Food Type III    ,Class 4,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-0201&i=5666948
557,Macayo's, ,,MF-22-0288,Mobile Food Type II    ,Class 3,03/09/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-0288&i=5666831
558,Mama T's Kettle Corn and More LLC, ,,MF-22-0372,Mobile Food Type II    ,Class 3,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-0372&i=5666823
559,Dad's Ribs and Mom's Tacos, ,,MF-22-0444,Mobile Food Type III    ,Class 4,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-0444&i=5666896
560,Mad Aloha Bowls, ,,MF-22-0450,Mobile Food Type III    ,Class 4,03/09/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=MF-22-0450&i=5666839
